#caseId; HolidayType; Price; NumberOfPersons; Region; Transportation; Duration; Season; Accommodation; Hotel
Journey848;Skiing;698;2;Czechia;Car;7;January;ThreeStars;Hotel Montana, Giant Mountains
Journey849;Active;1372;3;Czechia;Car;7;February;ThreeStars;Hotel Montana, Giant Mountains
Journey850;Skiing;1737;3;Czechia;Car;7;February;ThreeStars;Hotel Arnika, Giant Mountains
Journey851;Skiing;998;2;Czechia;Car;7;March;ThreeStars;Hotel Arnika, Giant Mountains
Journey852;Recreation;1737;3;Czechia;Car;14;January;ThreeStars;Hotel Arnika, Giant Mountains
Journey853;Skiing;1596;4;Czechia;Car;7;February;TwoStars;Hotel Energetik, Giant Mountains
Journey854;Active;638;2;Czechia;Car;7;March;TwoStars;Hotel Energetik, Giant Mountains
Journey855;Skiing;897;3;Czechia;Car;14;February;OneStar;Hotel Central, Giant Mountains
Journey856;Active;458;2;Czechia;Car;7;January;OneStar;Hotel Central, Giant Mountains
Journey857;Skiing;698;2;Czechia;Car;7;March;TwoStars;Berghotel Cubat, Giant Mountains
Journey858;Skiing;1047;3;Czechia;Car;7;February;TwoStars;Berghotel Cubat, Giant Mountains
Journey859;Active;488;2;Czechia;Car;7;January;OneStar;Pension Trakce, Giant Mountains
Journey860;Recreation;1096;4;Czechia;Car;7;February;OneStar;Pension Trakce, Giant Mountains
Journey861;Skiing;458;2;Czechia;Car;7;March;OneStar;Pension Protez, Giant Mountains
Journey862;Recreation;1180;3;Czechia;Car;14;February;OneStar;Pension Protez, Giant Mountains
Journey863;Active;892;4;Czechia;Car;7;January;OneStar;Hotel Sirena, Giant Mountains
Journey864;Skiing;718;2;Czechia;Car;7;February;OneStar;Hotel Sirena, Giant Mountains
Journey865;Skiing;974;5;Czechia;Car;7;March;HolidayFlat;H.Flat Giant Mountains
Journey866;Skiing;974;3;Czechia;Car;7;February;HolidayFlat;H.Flat Giant Mountains
Journey867;Skiing;1108;4;Czechia;Car;14;January;HolidayFlat;H.Flat Adlergebirge
Journey868;Active;579;6;Czechia;Car;7;March;HolidayFlat;H.Flat Bohemian Forest
Journey869;Active;664;4;Czechia;Car;7;February;HolidayFlat;H.Flat Bohemian Forest
Journey870;Active;4332;4;Allgaeu;Car;7;December;FiveStars;Hofgut Kuernach, Allgaeu
Journey871;Skiing;1868;2;Allgaeu;Car;7;January;FiveStars;Hofgut Kuernach, Allgaeu
Journey872;Recreation;2428;3;Allgaeu;Car;7;February;FiveStars;Hofgut Kuernach, Allgaeu
Journey873;Active;1822;3;Allgaeu;Car;14;March;ThreeStars;Hotel Alpenblick, Allgaeu
Journey874;Skiing;1458;2;Allgaeu;Car;7;February;ThreeStars;Hotel Alpenblick, Allgaeu
Journey875;Skiing;1822;3;Allgaeu;Car;7;January;ThreeStars;Hotel Alpenblick, Allgaeu
Journey876;Active;2248;2;Allgaeu;Car;7;December;FiveStars;Alpenhotel, Allgaeu
Journey877;Skiing;2447;3;Allgaeu;Car;7;January;FiveStars;Alpenhotel, Allgaeu
Journey878;Recreation;2937;4;Allgaeu;Car;7;February;FiveStars;Alpenhotel, Allgaeu
Journey879;Active;1058;3;Allgaeu;Car;14;March;TwoStars;Gaestehaus Meier, Allgaeu
Journey880;Skiing;1587;4;Allgaeu;Car;7;February;TwoStars;Gaestehaus Meier, Allgaeu
Journey881;Recreation;688;2;Allgaeu;Car;7;January;TwoStars;Gaestehaus Meier, Allgaeu
Journey882;Skiing;530;4;Allgaeu;Car;7;December;HolidayFlat;H.Flat Nadenberg, Allgaeu
Journey883;Active;645;8;Allgaeu;Car;7;January;HolidayFlat;H.Flat Nadenberg, Allgaeu
Journey884;Skiing;745;6;Allgaeu;Car;7;February;HolidayFlat;H.Flat Nadenberg, Allgaeu
Journey885;Skiing;1188;2;Allgaeu;Car;14;March;HolidayFlat;H.Flat Oberallgaeu
Journey886;Recreation;879;4;Allgaeu;Car;7;February;HolidayFlat;H.Flat Oberallgaeu
Journey887;Active;624;3;Allgaeu;Car;7;January;HolidayFlat;H.Flat Oberallgaeu
Journey888;Skiing;459;3;Allgaeu;Car;8;December;HolidayFlat;H.Flat Alpina, Allgaeu
Journey889;Skiing;424;4;Allgaeu;Car;7;January;HolidayFlat;H.Flat Alpina, Allgaeu
Journey890;Recreation;1568;4;Allgaeu;Car;14;February;HolidayFlat;H.Flat Alpina, Allgaeu
Journey891;Skiing;854;4;Allgaeu;Car;7;March;HolidayFlat;H.Flat Reichenbach, Allgaeu
Journey892;Active;984;6;Allgaeu;Car;7;February;HolidayFlat;H.Flat Reichenbach, Allgaeu
Journey893;Recreation;439;2;Allgaeu;Car;7;January;HolidayFlat;H.Flat Sonnenhalde, Allgaeu
Journey894;Recreation;799;3;Allgaeu;Car;10;December;HolidayFlat;H.Flat Sonnenhalde, Allgaeu
Journey895;Active;998;3;Bavaria;Car;7;December;ThreeStars;Sporthotel Rosenberger, Bavaria
Journey896;Skiing;798;2;Bavaria;Car;7;January;ThreeStars;Sporthotel Rosenberger, Bavaria
Journey897;Skiing;998;3;Bavaria;Car;7;February;ThreeStars;Sporthotel Rosenberger, Bavaria
Journey898;Active;1348;2;Bavaria;Car;7;December;FourStars;H.Flat Eichenbuehl, Allgaeu
Journey899;Skiing;1147;3;Bavaria;Car;7;January;FourStars;H.Flat Eichenbuehl, Allgaeu
Journey900;Recreation;3188;2;Bavaria;Car;14;February;ThreeStars;Hotel Bavaria, Bavaria
Journey901;Active;3448;2;Bavaria;Car;10;December;ThreeStars;Hotel Bavaria, Bavaria
Journey902;Active;1658;2;Bavaria;Car;7;January;FourStars;Residenz Ludwig, Bavaria
Journey903;Skiing;2072;3;Bavaria;Car;7;February;FourStars;Residenz Ludwig, Bavaria
Journey904;Active;2985;3;Bavaria;Car;14;February;FourStars;Hotel Seidlpark, Bavaria
Journey905;Skiing;1658;2;Bavaria;Car;7;March;FourStars;Hotel Seidlpark, Bavaria
Journey906;Active;745;3;Bavaria;Car;7;January;TwoStars;Pension Laerchenhof, Bavaria
Journey907;Recreation;949;4;Bavaria;Car;7;February;TwoStars;Pension Laerchenhof, Bavaria
Journey908;Active;684;2;Bavaria;Car;7;January;HolidayFlat;H.Flat Chiemgau, Bavaria
Journey909;Skiing;1164;5;Bavaria;Car;14;February;HolidayFlat;H.Flat Chiemgau, Bavaria
Journey910;Active;529;4;Bavaria;Car;7;December;HolidayFlat;H.Flat Reiterhof, Bavaria
Journey911;Recreation;484;2;Bavaria;Car;7;February;HolidayFlat;H.Flat Reiterhof, Bavaria
Journey912;Skiing;449;2;Bavaria;Car;7;January;HolidayFlat;H.Flat Wildgatter, Bavaria
Journey913;Skiing;774;6;Bavaria;Car;7;February;HolidayFlat;H.Flat Wildgatter, Bavaria
Journey914;Active;379;2;Bavaria;Car;7;January;HolidayFlat;H.Flat Am Hochwald, Bavaria
Journey915;Recreation;459;3;Bavaria;Car;14;February;HolidayFlat;H.Flat Am Hochwald, Bavaria
Journey916;Active;454;3;Bavaria;Car;7;January;HolidayFlat;H.Flat Christopherhof, Bavaria
Journey917;Skiing;774;8;Bavaria;Car;7;March;HolidayFlat;H.Flat Christopherhof, Bavaria
Journey918;Recreation;699;6;Bavaria;Car;7;January;HolidayFlat;H.Flat Jaegerwiesen, Bavaria
Journey919;Active;1018;3;Bavaria;Car;14;February;HolidayFlat;H.Flat Jaegerwiesen, Bavaria
Journey920;Recreation;1338;2;ErzGebirge;Car;7;December;ThreeStars;Hotel Lugsteinhof, Erz Gebirge
Journey921;Skiing;1472;3;ErzGebirge;Car;7;January;ThreeStars;Hotel Lugsteinhof, Erz Gebirge
Journey922;Recreation;1257;4;ErzGebirge;Car;7;February;ThreeStars;Hotel Am Fichtelberg, Erz Gebirge
Journey923;Skiing;1178;2;ErzGebirge;Car;7;March;ThreeStars;Hotel Am Fichtelberg, Erz Gebirge
Journey924;Active;1257;4;ErzGebirge;Car;7;February;ThreeStars;Sporthotel Oberwiesenthal, Erz Gebirge
Journey925;Skiing;1338;2;ErzGebirge;Car;7;December;ThreeStars;Sporthotel Oberwiesenthal, Erz Gebirge
Journey926;Recreation;1235;3;ErzGebirge;Car;7;January;ThreeStars;Rathaushotel, Erz Gebirge
Journey927;Active;1482;4;ErzGebirge;Car;7;February;ThreeStars;Rathaushotel, Erz Gebirge
Journey928;Recreation;838;2;ErzGebirge;Car;14;March;ThreeStars;Hotel Stephanshoehe, Erz Gebirge
Journey929;Recreation;1472;3;ErzGebirge;Car;7;February;ThreeStars;Hotel Stephanshoehe, Erz Gebirge
Journey930;Skiing;604;2;ErzGebirge;Car;14;December;ThreeStars;Hotel Vogtland, Erz Gebirge
Journey931;Recreation;1782;4;ErzGebirge;Car;7;January;ThreeStars;Hotel Vogtland, Erz Gebirge
Journey932;Active;2935;3;ErzGebirge;Car;14;January;ThreeStars;Kurhotel Am See, Erz Gebirge
Journey933;Recreation;838;2;ErzGebirge;Car;7;March;ThreeStars;Kurhotel Am See, Erz Gebirge
Journey934;Recreation;1257;4;ErzGebirge;Car;7;February;ThreeStars;Kurhotel Am See, Erz Gebirge
Journey935;Recreation;559;6;ErzGebirge;Car;7;December;HolidayFlat;H.Flat Haus Vogtland, Erz Gebirge
Journey936;Recreation;549;7;ErzGebirge;Car;7;January;HolidayFlat;H.Flat Haus Vogtland, Erz Gebirge
Journey937;Active;1098;5;ErzGebirge;Car;14;March;HolidayFlat;H.Flat Haus Vogtland, Erz Gebirge
Journey938;Active;549;6;ErzGebirge;Car;7;February;HolidayFlat;H.Flat Haus Vogtland, Erz Gebirge
Journey939;Skiing;549;4;ErzGebirge;Car;7;February;HolidayFlat;H.Flat Haus Vogtland, Erz Gebirge
Journey940;Recreation;2128;2;Harz;Car;7;December;ThreeStars;Aparthotel Bocksberg, Harz
Journey941;Recreation;1910;3;Harz;Car;7;January;ThreeStars;Aparthotel Bocksberg, Harz
Journey942;Wandering;1648;2;Harz;Car;7;February;ThreeStars;Aparthotel Bocksberg, Harz
Journey943;Skiing;2007;4;Harz;Car;7;March;ThreeStars;Aparthotel Bocksberg, Harz
Journey944;Recreation;2368;2;Harz;Car;10;December;ThreeStars;Travelhotel Waldfrieden, Harz
Journey945;Recreation;1485;3;Harz;Car;7;January;ThreeStars;Travelhotel Waldfrieden, Harz
Journey946;Wandering;1298;2;Harz;Car;7;February;ThreeStars;Travelhotel Waldfrieden, Harz
Journey947;Active;1782;4;Harz;Car;7;March;ThreeStars;Travelhotel Waldfrieden, Harz
Journey948;Recreation;2007;4;Harz;Car;7;December;TwoStars;Hotel Harzquell, Harz
Journey949;Wandering;1168;2;Harz;Car;14;January;TwoStars;Hotel Harzquell, Harz
Journey950;Skiing;1460;3;Harz;Car;7;February;TwoStars;Hotel Harzquell, Harz
Journey951;Recreation;1522;3;Harz;Car;7;December;TwoStars;Hotel Fuerstenhoeh, Harz
Journey952;Recreation;1482;4;Harz;Car;7;January;TwoStars;Hotel Fuerstenhoeh, Harz
Journey953;Skiing;1235;3;Harz;Car;7;February;TwoStars;Hotel Fuerstenhoeh, Harz
Journey954;Wandering;599;3;Harz;Car;14;November;HolidayFlat;H.Flat Panoramic, Harz
Journey955;Recreation;679;5;Harz;Car;7;January;HolidayFlat;H.Flat Panoramic, Harz
Journey956;Recreation;419;2;Harz;Car;7;February;HolidayFlat;H.Flat Ferienpark, Harz
Journey957;Wandering;1114;4;Harz;Car;10;December;HolidayFlat;H.Flat Ferienpark, Harz
Journey958;Skiing;324;3;Harz;Car;7;December;HolidayFlat;H.Flat Teichtal, Harz
Journey959;Skiing;499;6;Harz;Car;7;February;HolidayFlat;H.Flat Teichtal, Harz
Journey960;Wandering;1227;4;BlackForest;Car;7;December;TwoStars;Hotel Hirschen, Black Forest
Journey961;Active;748;2;BlackForest;Car;7;January;TwoStars;Hotel Hirschen, Black Forest
Journey962;Skiing;1735;3;BlackForest;Car;7;February;FourStars;Treff-Hotel, Black Forest
Journey963;Wandering;2768;2;BlackForest;Car;14;March;FourStars;Treff-Hotel, Black Forest
Journey964;Recreation;1737;4;BlackForest;Car;7;February;ThreeStars;Berghotel Kandel, Black Forest
Journey965;Wandering;818;2;BlackForest;Car;7;January;ThreeStars;Berghotel Kandel, Black Forest
Journey966;Recreation;2322;3;BlackForest;Car;10;December;ThreeStars;Berghotel Mummelsee, Black Forest
Journey967;Skiing;1158;2;BlackForest;Car;7;February;ThreeStars;Berghotel Mummelsee, Black Forest
Journey968;Active;1008;2;BlackForest;Car;7;January;ThreeStars;Hotel Waldwinkel, Black Forest
Journey969;Recreation;1260;3;BlackForest;Car;14;February;ThreeStars;Hotel Waldwinkel, Black Forest
Journey970;Wandering;1257;4;BlackForest;Car;7;March;TwoStars;Gasthof Hochkopfhaus, Black Forest
Journey971;Skiing;838;2;BlackForest;Car;7;February;TwoStars;Gasthof Hochkopfhaus, Black Forest
Journey972;Recreation;897;3;BlackForest;Car;7;January;TwoStars;Landgasthof Schuetzen, Black Forest
Journey973;Wandering;688;2;BlackForest;Car;6;December;TwoStars;Landgasthof Schuetzen, Black Forest
Journey974;Active;454;4;BlackForest;Car;7;January;HolidayFlat;H.Flat Ferienpark Black Forest
Journey975;Active;514;6;BlackForest;Car;7;February;HolidayFlat;H.Flat Ferienpark Black Forest
Journey976;Recreation;459;2;BlackForest;Car;7;March;HolidayFlat;H.Flat Schwarzwaldgrund
Journey977;Recreation;1068;4;BlackForest;Car;14;February;HolidayFlat;H.Flat Schwarzwaldgrund
Journey978;Skiing;549;6;BlackForest;Car;7;January;HolidayFlat;H.Flat Sonnenrain, Black Forest
Journey979;Recreation;679;2;BlackForest;Car;7;December;HolidayFlat;H.Flat Schwarzwaldblick
Journey980;Recreation;599;4;BlackForest;Car;7;January;HolidayFlat;H.Flat Schwarzwaldblick
Journey981;Skiing;464;3;BlackForest;Car;7;February;HolidayFlat;H.Flat Schwiezer Hof, Black Forest
Journey982;Wandering;1033;5;BlackForest;Car;14;March;HolidayFlat;H.Flat Schwiezer Hof, Black Forest
Journey983;Recreation;989;4;BlackForest;Car;7;February;HolidayFlat;H.Flat Panorama-Blick, Black Forest
Journey984;Wandering;839;6;BlackForest;Car;7;January;HolidayFlat;H.Flat Panorama-Blick, Black Forest
Journey985;Wandering;1672;3;Thuringia;Car;7;December;ThreeStars;Berghotel Friedrichroda, Thuringia
Journey986;Recreation;1178;2;Thuringia;Car;7;January;ThreeStars;Berghotel Friedrichroda, Thuringia
Journey987;Active;4092;4;Thuringia;Car;14;February;ThreeStars;Hotel Finsterbergen, Thuringia
Journey988;Wandering;1368;2;Thuringia;Car;7;March;ThreeStars;Hotel Finsterbergen, Thuringia
Journey989;Wandering;1104;3;Thuringia;Car;7;February;TwoStars;Hotel Schoene Aussicht, Thuringia
Journey990;Skiing;883;2;Thuringia;Car;7;January;TwoStars;Hotel Schoene Aussicht, Thuringia
Journey991;Recreation;688;2;Thuringia;Car;7;December;ThreeStars;Berghotel Oberhof, Thuringia
Journey992;Wandering;1773;3;Thuringia;Car;14;November;ThreeStars;Berghotel Oberhof, Thuringia
Journey993;Wandering;1138;2;Thuringia;Car;7;January;FourStars;Hotel Panorama, Thuringia
Journey994;Recreation;1647;3;Thuringia;Car;7;March;FourStars;Hotel Panorama, Thuringia
Journey995;Skiing;1977;4;Thuringia;Car;7;February;FourStars;Hotel Panorama, Thuringia
Journey996;Wandering;1294;2;Thuringia;Car;14;January;TwoStars;Hotel Am Schuetzenberg, Thuringia
Journey997;Recreation;785;3;Thuringia;Car;7;December;TwoStars;Hotel Am Schuetzenberg, Thuringia
Journey998;Active;987;4;Thuringia;Car;7;February;TwoStars;Hotel Frankenwald, Thuringia
Journey999;Wandering;598;2;Thuringia;Car;7;March;TwoStars;Hotel Frankenwald, Thuringia
Journey1000;Wandering;389;3;Thuringia;Car;7;February;HolidayFlat;H.Flat Schmeheim, Thuringia
Journey1001;Wandering;389;4;Thuringia;Car;7;March;HolidayFlat;H.Flat Schmeheim, Thuringia
Journey1002;Recreation;389;3;Thuringia;Car;7;January;HolidayFlat;H.Flat Schmeheim, Thuringia
Journey1003;Active;924;4;Thuringia;Car;9;December;HolidayFlat;H.Flat Schmeheim, Thuringia
Journey1004;Skiing;389;4;Thuringia;Car;7;February;HolidayFlat;H.Flat Schmeheim, Thuringia
Journey1005;Wandering;855;4;Thuringia;Car;14;March;HolidayFlat;H.Flat Ruppertus, Thuringia
Journey1006;Wandering;483;4;Thuringia;Car;7;January;HolidayFlat;H.Flat Ruppertus, Thuringia
Journey1007;Recreation;774;4;Thuringia;Car;9;December;HolidayFlat;H.Flat Ruppertus, Thuringia
Journey1008;Active;483;3;Thuringia;Car;7;January;HolidayFlat;H.Flat Ruppertus, Thuringia
Journey1009;Skiing;483;4;Thuringia;Car;7;February;HolidayFlat;H.Flat Ruppertus, Thuringia
Journey1010;Active;624;4;France;Car;7;December;HolidayFlat;H.Flat Maeva, France
Journey1011;Skiing;624;4;France;Car;7;January;HolidayFlat;H.Flat Maeva, France
Journey1012;Recreation;1624;5;France;Car;7;February;HolidayFlat;H.Flat Maeva, France
Journey1013;Active;844;4;France;Car;7;March;HolidayFlat;H.Flat Le Cervin, France
Journey1014;Skiing;1654;5;France;Car;7;February;HolidayFlat;H.Flat Le Cervin, France
Journey1015;Recreation;824;6;France;Car;7;January;HolidayFlat;H.Flat Le Cervin, France
Journey1016;Active;764;4;France;Car;7;December;HolidayFlat;H.Flat Bellecote, France
Journey1017;Skiing;3368;5;France;Car;14;January;HolidayFlat;H.Flat Bellecote, France
Journey1018;Recreation;1014;4;France;Car;7;February;HolidayFlat;H.Flat Bellecote, France
Journey1019;Active;1339;4;France;Car;7;March;HolidayFlat;H.Flat Cheval Blanc, France
Journey1020;Skiing;1094;5;France;Car;7;February;HolidayFlat;H.Flat Cheval Blanc, France
Journey1021;Recreation;1728;6;France;Car;14;January;HolidayFlat;H.Flat Cheval Blanc, France
Journey1022;Active;589;4;France;Car;7;December;HolidayFlat;H.Flat Les Olympiades, France
Journey1023;Skiing;589;4;France;Car;7;January;HolidayFlat;H.Flat Les Olympiades, France
Journey1024;Recreation;1574;4;France;Car;7;February;HolidayFlat;H.Flat Les Olympiades, France
